712.4180297851562,711.68798828125,705.650634765625,698.7245483398438,682.8142700195312,678.8340454101562,656.8057861328125,608.7713623046875,578.519775390625,624.2611694335938,640.6351318359375,645.6178588867188,659.1359252929688,660.6762084960938,658.434326171875,657.1670532226562,643.988037109375,635.4486083984375,625.0792846679688,589.19970703125
699.620849609375,697.3484497070312,691.5632934570312,679.6900024414062,672.3325805664062,675.0419311523438,635.1055908203125,621.1015625,557.337890625,592.877685546875,618.1561889648438,626.5230712890625,643.1961059570312,645.6486206054688,641.7777709960938,630.0498657226562,621.4589233398438,611.862060546875,588.6548461914062,573.3858032226562
687.888916015625,683.4133911132812,676.9479370117188,672.594970703125,667.0588989257812,662.9151611328125,613.70068359375,602.8668823242188,593.4459838867188,552.4078979492188,600.9613647460938,618.5057983398438,625.394775390625,616.3062133789062,611.781494140625,600.938720703125,582.5867919921875,575.5568237304688,562.3848266601562,549.3592529296875
675.4269409179688,666.9175415039062,658.879150390625,660.2557983398438,656.5208129882812,649.4464721679688,620.63818359375,602.6050415039062,599.61328125,537.138427734375,579.2483520507812,607.6918334960938,604.09130859375,596.7314453125,579.777099609375,566.9983520507812,555.8624267578125,546.9057006835938,535.665283203125,523.5746459960938
646.6517944335938,644.3873291015625,643.2257080078125,641.9209594726562,641.4151000976562,636.7933959960938,628.3278198242188,600.7117919921875,599.5603637695312,526.0850219726562,557.1676025390625,588.288818359375,573.8262329101562,563.6390380859375,550.32373046875,540.471435546875,529.1788330078125,518.5281982421875,507.8062744140625,501.8168640136719
637.5238037109375,629.1262817382812,610.5181274414062,629.86669921875,627.7429809570312,619.9556884765625,618.4271850585938,619.4417724609375,581.4574584960938,541.2562255859375,533.5877685546875,547.6632690429688,540.9705200195312,531.8451538085938,523.6279907226562,515.94580078125,504.7278442382812,499.7748718261719,489.9083862304688,472.5014343261719
612.5819702148438,617.0408935546875,613.232177734375,598.4578857421875,604.7255249023438,592.2294311523438,597.9330444335938,578.2256469726562,557.0429077148438,538.4581298828125,517.1885986328125,526.60546875,522.1487426757812,508.9784851074219,505.2096252441406,495.483154296875,485.1272888183594,471.0967407226562,464.7260131835938,472.9007873535156
576.1509399414062,577.3109741210938,568.7993774414062,551.4664916992188,542.7595825195312,548.1493530273438,547.7667846679688,553.9322509765625,538.83251953125,525.4824829101562,502.8099975585938,503.1810607910156,501.0435180664062,491.5962219238281,480.3601989746094,478.07373046875,465.5455627441406,478.7171936035156,486.8793029785156,476.6077270507812
549.6788940429688,545.9462280273438,542.4081420898438,536.358154296875,526.849853515625,527.8646850585938,525.83056640625,521.0319213867188,510.0960083007812,510.1510620117188,488.9779968261719,484.9872131347656,483.5554504394531,475.3893737792969,484.2557983398438,492.3714294433594,487.1091918945312,482.8322143554688,471.6296997070312,450.1830444335938
537.7359619140625,535.1619873046875,533.810546875,528.9065551757812,527.7175903320312,525.5005493164062,525.6775512695312,527.3002319335938,525.2520751953125,517.4950561523438,500.8157348632812,497.2819213867188,497.677734375,500.0267639160156,490.4459533691406,485.7848510742188,476.3184509277344,464.0508422851562,449.19970703125,431.4003601074219
537.3139038085938,535.1591796875,534.7576904296875,531.1594848632812,533.1927490234375,532.9984130859375,532.6856689453125,527.0264892578125,516.1033935546875,503.8388977050781,501.08544921875,502.7019348144531,494.6507568359375,490.3828430175781,478.744140625,472.5744934082031,459.3210144042969,436.7746276855469,429.0691223144531,429
531.261962890625,529.8870849609375,525.3367309570312,522.5234985351562,528.399658203125,531.0233764648438,523.7013549804688,513.4688720703125,508.5459899902344,505.0710144042969,490.9105529785156,487.5076293945312,481.4116821289062,474.8484191894531,464.4477844238281,448.3703308105469,429.4239501953125,429,429,429
521.6429443359375,516.6243896484375,514.441162109375,512.4486083984375,514.2330322265625,518.5292358398438,512.51416015625,504.7138061523438,496.0487365722656,488.9319763183594,476.9981994628906,470.2674255371094,470.9386291503906,455.1654968261719,429.7938537597656,429,429,429,429,429
519.634765625,515.9522094726562,509.2208862304688,510.2859191894531,510.0924072265625,470.6388854980469,497.8316955566406,488.9034729003906,479.9051513671875,473.6605834960938,462.3887939453125,454.0269775390625,451.9349060058594,431.4654846191406,429,429,429,429,429,429
512.1110229492188,508.0494384765625,506.3574829101562,505.8148803710938,493.9610900878906,458.9820556640625,478.7604370117188,473.8086242675781,463.3809509277344,454.6730651855469,448.3210754394531,438.2581787109375,431.2396545410156,429,429,429,429,429,429,429
502.5572509765625,497.8504638671875,498.4713745117188,496.3232116699219,484.6294250488281,468.7167663574219,467.05615234375,462.556884765625,453.0552673339844,445.6439208984375,432.1408996582031,429,429,429,429,429,429,429,429,429
489.1296997070312,485.4149475097656,485.2973937988281,476.6884155273438,470.8864440917969,460.9403991699219,448.6313171386719,445.6148071289062,444.0315246582031,431.9781494140625,429,429,429,429,429,429,429,429,429,429.0259399414062
469.1102600097656,468.0034484863281,462.2867736816406,455.642822265625,454.2677001953125,445.9636840820312,441.7878723144531,436.0982055664062,432.8854370117188,429.7504577636719,429,429,429,429,429,429,429.0225219726562,429.0640869140625,429.1102294921875,429.1149291992188
452.9212341308594,448.1441345214844,441.7149047851562,429.9693298339844,435.0479125976562,429.9660339355469,429.0617370605469,429,428.6741027832031,428.9761047363281,429,429,429,429.0184936523438,429.0601501464844,429.1032409667969,429.1181335449219,429.0765380859375,429.0343933105469,429
430.9855041503906,430.4728393554688,429.8232421875,429.3699035644531,429,429,429,429,429,429,429.0147705078125,429.0570983886719,429.0985107421875,429.1212158203125,429.0805053710938,429.0385131835938,429.0010070800781,429,429,429
